"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"FXUSDCAD","USD/CAD","US dollar to Canadian dollar daily exchange rate"

"OBSERVATIONS"
"date","FXUSDCAD"
"2021-03-17","1.2465"
"2021-03-18","1.2458"
"2021-03-19","1.2506"
"2021-03-22","1.2513"
"2021-03-23","1.2562"
"2021-03-24","1.2562"
"2021-03-25","1.2606"
"2021-03-26","1.2580"
"2021-03-29","1.2594"
"2021-03-30","1.2631"
"2021-03-31","1.2575"
"2021-04-01","1.2565"
"2021-04-05","1.2525"
"2021-04-06","1.2559"
"2021-04-07","1.2617"
"2021-04-08","1.2579"
"2021-04-09","1.2544"
"2021-04-12","1.2553"
"2021-04-13","1.2554"
"2021-04-14","1.2533"
"2021-04-15","1.2530"
"2021-04-16","1.2503"
"2021-04-19","1.2519"
"2021-04-20","1.2572"
"2021-04-21","1.2523"
"2021-04-22","1.2500"
"2021-04-23","1.2489"
"2021-04-26","1.2412"
"2021-04-27","1.2403"
"2021-04-28","1.2357"
"2021-04-29","1.2292"
"2021-04-30","1.2285"
"2021-05-03","1.2279"
"2021-05-04","1.2315"
"2021-05-05","1.2272"
"2021-05-06","1.2200"
"2021-05-07","1.2156"
"2021-05-10","1.2095"
"2021-05-11","1.2096"
"2021-05-12","1.2096"
"2021-05-13","1.2150"
"2021-05-14","1.2109"
"2021-05-17","1.2081"
"2021-05-18","1.2051"
"2021-05-19","1.2100"
"2021-05-20","1.2070"
"2021-05-21","1.2061"
"2021-05-25","1.2057"
"2021-05-26","1.2110"
"2021-05-27","1.2073"
"2021-05-28","1.2086"
"2021-05-31","1.2072"
"2021-06-01","1.2040"
"2021-06-02","1.2052"
"2021-06-03","1.2103"
"2021-06-04","1.2084"
"2021-06-07","1.2073"
"2021-06-08","1.2097"
"2021-06-09","1.2095"
"2021-06-10","1.2094"
"2021-06-11","1.2148"
"2021-06-14","1.2142"
"2021-06-15","1.2188"
"2021-06-16","1.2191"
"2021-06-17","1.2341"
"2021-06-18","1.2419"
"2021-06-21","1.2377"
"2021-06-22","1.2356"
"2021-06-23","1.2287"
"2021-06-24","1.2316"
"2021-06-25","1.2294"
"2021-06-28","1.2335"
"2021-06-29","1.2384"
"2021-06-30","1.2394"
"2021-07-02","1.2353"
"2021-07-05","1.2343"
"2021-07-06","1.2446"
"2021-07-07","1.2475"
"2021-07-08","1.2540"
"2021-07-09","1.2476"
"2021-07-12","1.2471"
"2021-07-13","1.2514"
"2021-07-14","1.2497"
"2021-07-15","1.2572"
"2021-07-16","1.2593"
"2021-07-19","1.2759"
"2021-07-20","1.2730"
"2021-07-21","1.2589"
"2021-07-22","1.2567"
"2021-07-23","1.2575"
"2021-07-26","1.2549"
"2021-07-27","1.2578"
"2021-07-28","1.2566"
"2021-07-29","1.2450"
"2021-07-30","1.2462"
"2021-08-03","1.2545"
"2021-08-04","1.2545"
"2021-08-05","1.2497"
"2021-08-06","1.2550"
"2021-08-09","1.2565"
"2021-08-10","1.2540"
"2021-08-11","1.2506"
"2021-08-12","1.2520"
"2021-08-13","1.2514"
"2021-08-16","1.2569"
"2021-08-17","1.2623"
"2021-08-18","1.2630"
"2021-08-19","1.2792"
"2021-08-20","1.2856"
"2021-08-23","1.2682"
"2021-08-24","1.2608"
"2021-08-25","1.2619"
"2021-08-26","1.2651"
"2021-08-27","1.2635"
"2021-08-30","1.2603"
"2021-08-31","1.2617"
"2021-09-01","1.2607"
"2021-09-02","1.2573"
"2021-09-03","1.2518"
"2021-09-07","1.2621"
"2021-09-08","1.2676"
"2021-09-09","1.2654"
"2021-09-10","1.2631"
"2021-09-13","1.2662"
"2021-09-14","1.2661"
"2021-09-15","1.2651"
"2021-09-16","1.2674"
"2021-09-17","1.2721"
"2021-09-20","1.2828"
"2021-09-21","1.2801"
"2021-09-22","1.2756"
"2021-09-23","1.2653"
"2021-09-24","1.2680"
"2021-09-27","1.2637"
"2021-09-28","1.2680"
"2021-09-29","1.2741"
"2021-10-01","1.2654"
"2021-10-04","1.2583"
"2021-10-05","1.2575"
"2021-10-06","1.2613"
"2021-10-07","1.2558"
"2021-10-08","1.2482"
"2021-10-12","1.2461"
"2021-10-13","1.2445"
"2021-10-14","1.2372"
"2021-10-15","1.2379"
"2021-10-18","1.2375"
"2021-10-19","1.2357"
"2021-10-20","1.2329"
"2021-10-21","1.2351"
"2021-10-22","1.2357"
"2021-10-25","1.2379"
"2021-10-26","1.2376"
"2021-10-27","1.2358"
"2021-10-28","1.2349"
"2021-10-29","1.2384"
"2021-11-01","1.2368"
"2021-11-02","1.2404"
"2021-11-03","1.2417"
"2021-11-04","1.2449"
"2021-11-05","1.2452"
"2021-11-08","1.2449"
"2021-11-09","1.2448"
"2021-11-10","1.2452"
"2021-11-12","1.2565"
"2021-11-15","1.2517"
"2021-11-16","1.2550"
"2021-11-17","1.2595"
"2021-11-18","1.2615"
"2021-11-19","1.2639"
"2021-11-22","1.2680"
"2021-11-23","1.2707"
"2021-11-24","1.2677"
"2021-11-25","1.2654"
"2021-11-26","1.2771"
"2021-11-29","1.2765"
"2021-11-30","1.2792"
"2021-12-01","1.2776"
"2021-12-02","1.2815"
"2021-12-03","1.2812"
"2021-12-06","1.2780"
"2021-12-07","1.2660"
"2021-12-08","1.2642"
"2021-12-09","1.2700"
"2021-12-10","1.2714"
"2021-12-13","1.2791"
"2021-12-14","1.2845"
"2021-12-15","1.2893"
"2021-12-16","1.2782"
"2021-12-17","1.2846"
"2021-12-20","1.2942"
"2021-12-21","1.2927"
"2021-12-22","1.2865"
"2021-12-23","1.2816"
"2021-12-24","1.2813"
"2021-12-29","1.2804"
"2021-12-30","1.2776"
"2021-12-31","1.2678"
"2022-01-04","1.2708"
"2022-01-05","1.2717"
"2022-01-06","1.2741"
"2022-01-07","1.2666"
"2022-01-10","1.2679"
"2022-01-11","1.2606"
"2022-01-12","1.2510"
"2022-01-13","1.2484"
"2022-01-14","1.2545"
"2022-01-17","1.2520"
"2022-01-18","1.2529"
"2022-01-19","1.2492"
"2022-01-20","1.2474"
"2022-01-21","1.2545"
"2022-01-24","1.2656"
"2022-01-25","1.2629"
"2022-01-26","1.2606"
"2022-01-27","1.2712"
"2022-01-28","1.2772"
"2022-01-31","1.2719"
"2022-02-01","1.2694"
"2022-02-02","1.2677"
"2022-02-03","1.2679"
"2022-02-04","1.2758"
"2022-02-07","1.2688"
"2022-02-08","1.2709"
"2022-02-09","1.2680"
"2022-02-10","1.2682"
"2022-02-11","1.2702"
"2022-02-14","1.2738"
"2022-02-15","1.2741"
"2022-02-16","1.2686"
"2022-02-17","1.2695"
"2022-02-18","1.2734"
"2022-02-22","1.2743"
"2022-02-23","1.2718"
"2022-02-24","1.2832"
"2022-02-25","1.2747"
"2022-02-28","1.2698"
"2022-03-01","1.2708"
"2022-03-02","1.2668"
"2022-03-03","1.2664"
"2022-03-04","1.2750"
"2022-03-07","1.2773"
"2022-03-08","1.2867"
"2022-03-09","1.2821"
"2022-03-10","1.2776"
"2022-03-11","1.2720"
"2022-03-14","1.2777"
"2022-03-15","1.2803"
"2022-03-16","1.2721"
"2022-03-17","1.2651"
"2022-03-18","1.2617"
"2022-03-21","1.2593"
"2022-03-22","1.2588"
"2022-03-23","1.2571"
"2022-03-24","1.2545"
"2022-03-25","1.2502"
"2022-03-28","1.2541"
"2022-03-29","1.2509"
"2022-03-30","1.2470"
"2022-03-31","1.2496"
"2022-04-01","1.2512"
"2022-04-04","1.2490"
"2022-04-05","1.2451"
"2022-04-06","1.2509"
"2022-04-07","1.2584"
"2022-04-08","1.2589"
"2022-04-11","1.2621"
"2022-04-12","1.2617"
"2022-04-13","1.2607"
"2022-04-14","1.2601"
"2022-04-18","1.2618"
"2022-04-19","1.2624"
"2022-04-20","1.2502"
"2022-04-21","1.2529"
"2022-04-22","1.2702"
"2022-04-25","1.2758"
"2022-04-26","1.2797"
"2022-04-27","1.2828"
"2022-04-28","1.2829"
"2022-04-29","1.2792"
"2022-05-02","1.2895"
"2022-05-03","1.2847"
"2022-05-04","1.2810"
"2022-05-05","1.2822"
"2022-05-06","1.2882"
"2022-05-09","1.2964"
"2022-05-10","1.3012"
"2022-05-11","1.2970"
"2022-05-12","1.3039"
"2022-05-13","1.2953"
"2022-05-16","1.2888"
"2022-05-17","1.2834"
"2022-05-18","1.2841"
"2022-05-19","1.2809"
"2022-05-20","1.2829"
"2022-05-24","1.2826"
"2022-05-25","1.2837"
"2022-05-26","1.2792"
"2022-05-27","1.2738"
"2022-05-30","1.2662"
"2022-05-31","1.2648"
"2022-06-01","1.2639"
"2022-06-02","1.2597"
"2022-06-03","1.2579"
"2022-06-06","1.2564"
"2022-06-07","1.2555"
"2022-06-08","1.2540"
"2022-06-09","1.2644"
"2022-06-10","1.2777"
"2022-06-13","1.2859"
"2022-06-14","1.2940"
"2022-06-15","1.2948"
"2022-06-16","1.2928"
"2022-06-17","1.3035"
"2022-06-20","1.2994"
"2022-06-21","1.2929"
"2022-06-22","1.2942"
"2022-06-23","1.2982"
"2022-06-24","1.2933"
"2022-06-27","1.2887"
"2022-06-28","1.2864"
"2022-06-29","1.2878"
"2022-06-30","1.2886"
"2022-07-04","1.2867"
"2022-07-05","1.3038"
"2022-07-06","1.3047"
"2022-07-07","1.2986"
"2022-07-08","1.2968"
"2022-07-11","1.3000"
"2022-07-12","1.3015"
"2022-07-13","1.2976"
"2022-07-14","1.3138"
"2022-07-15","1.3038"
"2022-07-18","1.2948"
"2022-07-19","1.2904"
"2022-07-20","1.2884"
"2022-07-21","1.2895"
"2022-07-22","1.2876"
"2022-07-25","1.2852"
"2022-07-26","1.2883"
"2022-07-27","1.2872"
"2022-07-28","1.2835"
"2022-07-29","1.2824"
"2022-08-02","1.2856"
"2022-08-03","1.2853"
"2022-08-04","1.2854"
"2022-08-05","1.2934"
"2022-08-08","1.2857"
"2022-08-09","1.2880"
"2022-08-10","1.2789"
"2022-08-11","1.2753"
"2022-08-12","1.2783"
"2022-08-15","1.2908"
"2022-08-16","1.2867"
"2022-08-17","1.2912"
"2022-08-18","1.2928"
"2022-08-19","1.2991"
"2022-08-22","1.3035"
"2022-08-23","1.2972"
"2022-08-24","1.2983"
"2022-08-25","1.2937"
"2022-08-26","1.2989"
"2022-08-29","1.3009"
"2022-08-30","1.3076"
"2022-08-31","1.3111"
"2022-09-01","1.3166"
"2022-09-02","1.3121"
"2022-09-06","1.3139"
"2022-09-07","1.3164"
"2022-09-08","1.3116"
"2022-09-09","1.3035"
"2022-09-12","1.2980"
"2022-09-13","1.3110"
"2022-09-14","1.3166"
"2022-09-15","1.3200"
"2022-09-16","1.3285"
"2022-09-19","1.3288"
"2022-09-20","1.3345"
"2022-09-21","1.3397"
"2022-09-22","1.3480"
"2022-09-23","1.3570"
"2022-09-26","1.3716"
"2022-09-27","1.3726"
"2022-09-28","1.3660"
"2022-09-29","1.3707"
"2022-10-03","1.3662"
"2022-10-04","1.3574"
"2022-10-05","1.3641"
"2022-10-06","1.3719"
"2022-10-07","1.3712"
"2022-10-11","1.3775"
"2022-10-12","1.3802"
"2022-10-13","1.3806"
"2022-10-14","1.3856"
"2022-10-17","1.3730"
"2022-10-18","1.3756"
"2022-10-19","1.3779"
"2022-10-20","1.3729"
"2022-10-21","1.3713"
"2022-10-24","1.3722"
"2022-10-25","1.3638"
"2022-10-26","1.3565"
"2022-10-27","1.3547"
"2022-10-28","1.3615"
"2022-10-31","1.3649"
"2022-11-01","1.3614"
"2022-11-02","1.3630"
"2022-11-03","1.3749"
"2022-11-04","1.3517"
"2022-11-07","1.3493"
"2022-11-08","1.3441"
"2022-11-09","1.3480"
"2022-11-10","1.3378"
"2022-11-14","1.3288"
"2022-11-15","1.3290"
"2022-11-16","1.3311"
"2022-11-17","1.3350"
"2022-11-18","1.3385"
"2022-11-21","1.3452"
"2022-11-22","1.3396"
"2022-11-23","1.3392"
"2022-11-24","1.3338"
"2022-11-25","1.3377"
"2022-11-28","1.3453"
"2022-11-29","1.3578"
"2022-11-30","1.3508"
"2022-12-01","1.3433"
"2022-12-02","1.3468"
"2022-12-05","1.3532"
"2022-12-06","1.3649"
"2022-12-07","1.3640"
"2022-12-08","1.3582"
"2022-12-09","1.3630"
"2022-12-12","1.3658"
"2022-12-13","1.3547"
"2022-12-14","1.3561"
"2022-12-15","1.3640"
"2022-12-16","1.3687"
"2022-12-19","1.3653"
"2022-12-20","1.3621"
"2022-12-21","1.3612"
"2022-12-22","1.3656"
"2022-12-23","1.3603"
"2022-12-28","1.3565"
"2022-12-29","1.3557"
"2022-12-30","1.3544"
"2023-01-03","1.3658"
"2023-01-04","1.3508"
"2023-01-05","1.3564"
"2023-01-06","1.3486"
"2023-01-09","1.3376"
"2023-01-10","1.3421"
"2023-01-11","1.3425"
"2023-01-12","1.3378"
"2023-01-13","1.3406"
"2023-01-16","1.3397"
"2023-01-17","1.3390"
"2023-01-18","1.3439"
"2023-01-19","1.3472"
"2023-01-20","1.3421"
"2023-01-23","1.3382"
"2023-01-24","1.3370"
"2023-01-25","1.3393"
"2023-01-26","1.3349"
"2023-01-27","1.3314"
"2023-01-30","1.3356"
"2023-01-31","1.3350"
"2023-02-01","1.3321"
"2023-02-02","1.3312"
"2023-02-03","1.3391"
"2023-02-06","1.3442"
"2023-02-07","1.3435"
"2023-02-08","1.3429"
"2023-02-09","1.3427"
"2023-02-10","1.3362"
"2023-02-13","1.3343"
"2023-02-14","1.3345"
"2023-02-15","1.3411"
"2023-02-16","1.3439"
"2023-02-17","1.3487"
"2023-02-21","1.3516"
"2023-02-22","1.3542"
"2023-02-23","1.3549"
"2023-02-24","1.3622"
"2023-02-27","1.3573"
"2023-02-28","1.3609"
"2023-03-01","1.3612"
"2023-03-02","1.3614"
"2023-03-03","1.3610"
"2023-03-06","1.3615"
"2023-03-07","1.3717"
"2023-03-08","1.3785"
"2023-03-09","1.3790"
"2023-03-10","1.3807"
"2023-03-13","1.3730"
"2023-03-14","1.3677"
"2023-03-15","1.3778"
"2023-03-16","1.3744"
"2023-03-17","1.3734"
"2023-03-20","1.3674"
"2023-03-21","1.3706"
"2023-03-22","1.3712"
"2023-03-23","1.3671"
"2023-03-24","1.3763"
"2023-03-27","1.3682"
"2023-03-28","1.3626"
"2023-03-29","1.3576"
"2023-03-30","1.3533"
"2023-03-31","1.3533"
"2023-04-03","1.3438"
"2023-04-04","1.3447"
"2023-04-05","1.3457"
"2023-04-06","1.3478"
"2023-04-10","1.3527"
"2023-04-11","1.3483"
"2023-04-12","1.3447"
"2023-04-13","1.3359"
"2023-04-14","1.3362"
"2023-04-17","1.3398"
"2023-04-18","1.3387"
"2023-04-19","1.3445"
"2023-04-20","1.3469"
"2023-04-21","1.3539"
"2023-04-24","1.3542"
"2023-04-25","1.3623"
"2023-04-26","1.3625"
"2023-04-27","1.3612"
"2023-04-28","1.3578"
"2023-05-01","1.3546"
"2023-05-02","1.3618"
"2023-05-03","1.3616"
"2023-05-04","1.3566"
"2023-05-05","1.3427"
"2023-05-08","1.3354"
"2023-05-09","1.3390"
"2023-05-10","1.3375"
"2023-05-11","1.3477"
"2023-05-12","1.3534"
"2023-05-15","1.3487"
"2023-05-16","1.3456"
"2023-05-17","1.3463"
"2023-05-18","1.3500"
"2023-05-19","1.3503"
"2023-05-23","1.3504"
"2023-05-24","1.3582"
"2023-05-25","1.3628"
"2023-05-26","1.3623"
"2023-05-29","1.3593"
"2023-05-30","1.3598"
"2023-05-31","1.3603"
"2023-06-01","1.3482"
"2023-06-02","1.3435"
"2023-06-05","1.3434"
"2023-06-06","1.3419"
"2023-06-07","1.3376"
"2023-06-08","1.3358"
"2023-06-09","1.3341"
"2023-06-12","1.3366"
"2023-06-13","1.3310"
"2023-06-14","1.3297"
"2023-06-15","1.3252"
"2023-06-16","1.3198"
"2023-06-19","1.3206"
"2023-06-20","1.3241"
"2023-06-21","1.3183"
"2023-06-22","1.3160"
"2023-06-23","1.3199"
"2023-06-26","1.3151"
"2023-06-27","1.3175"
"2023-06-28","1.3254"
"2023-06-29","1.3255"
"2023-06-30","1.3240"
"2023-07-04","1.3219"
"2023-07-05","1.3273"
"2023-07-06","1.3348"
"2023-07-07","1.3293"
"2023-07-10","1.3284"
"2023-07-11","1.3260"
"2023-07-12","1.3188"
"2023-07-13","1.3128"
"2023-07-14","1.3183"
"2023-07-17","1.3187"
"2023-07-18","1.3190"
"2023-07-19","1.3170"
"2023-07-20","1.3171"
"2023-07-21","1.3212"
"2023-07-24","1.3172"
"2023-07-25","1.3184"
"2023-07-26","1.3220"
"2023-07-27","1.3201"
"2023-07-28","1.3232"
"2023-07-31","1.3177"
"2023-08-01","1.3291"
"2023-08-02","1.3335"
"2023-08-03","1.3351"
"2023-08-04","1.3355"
"2023-08-08","1.3456"
"2023-08-09","1.3431"
"2023-08-10","1.3409"
"2023-08-11","1.3443"
"2023-08-14","1.3461"
"2023-08-15","1.3482"
"2023-08-16","1.3518"
"2023-08-17","1.3524"
"2023-08-18","1.3552"
"2023-08-21","1.3543"
"2023-08-22","1.3549"
"2023-08-23","1.3552"
"2023-08-24","1.3565"
"2023-08-25","1.3606"
"2023-08-28","1.3596"
"2023-08-29","1.3593"
"2023-08-30","1.3535"
"2023-08-31","1.3531"
"2023-09-01","1.3580"
"2023-09-05","1.3627"
"2023-09-06","1.3654"
"2023-09-07","1.3674"
"2023-09-08","1.3632"
"2023-09-11","1.3581"
"2023-09-12","1.3560"
"2023-09-13","1.3551"
"2023-09-14","1.3515"
"2023-09-15","1.3526"
"2023-09-18","1.3491"
"2023-09-19","1.3426"
"2023-09-20","1.3423"
"2023-09-21","1.3486"
"2023-09-22","1.3464"
"2023-09-25","1.3471"
"2023-09-26","1.3509"
"2023-09-27","1.3515"
"2023-09-28","1.3493"
"2023-09-29","1.3520"
"2023-10-03","1.3711"
"2023-10-04","1.3743"
"2023-10-05","1.3733"
"2023-10-06","1.3683"
"2023-10-10","1.3591"
"2023-10-11","1.3603"
"2023-10-12","1.3657"
"2023-10-13","1.3661"
"2023-10-16","1.3619"
"2023-10-17","1.3647"
"2023-10-18","1.3685"
"2023-10-19","1.3715"
"2023-10-20","1.3695"
"2023-10-23","1.3693"
"2023-10-24","1.3731"
"2023-10-25","1.3782"
"2023-10-26","1.3825"
"2023-10-27","1.3857"
"2023-10-30","1.3833"
"2023-10-31","1.3871"
"2023-11-01","1.3875"
"2023-11-02","1.3778"
"2023-11-03","1.3683"
"2023-11-06","1.3676"
"2023-11-07","1.3760"
"2023-11-08","1.3797"
"2023-11-09","1.3781"
"2023-11-10","1.3819"
"2023-11-14","1.3725"
"2023-11-15","1.3675"
"2023-11-16","1.3750"
"2023-11-17","1.3722"
"2023-11-20","1.3726"
"2023-11-21","1.3698"
"2023-11-22","1.3723"
"2023-11-23","1.3699"
"2023-11-24","1.3623"
"2023-11-27","1.3635"
"2023-11-28","1.3581"
"2023-11-29","1.3590"
"2023-11-30","1.3582"
"2023-12-01","1.3507"
"2023-12-04","1.3541"
"2023-12-05","1.3579"
"2023-12-06","1.3574"
"2023-12-07","1.3597"
"2023-12-08","1.3588"
